,id_student,id_course,average,bac_average,status
0,14011198043,Tecw,7.0,10.78,Admis/Dettes
1,14011198397,Tecw,12.0,10.99,Admis/Session2
2,14011198494,Tecw,11.0,10.97,Admis/Dettes
3,14011198524,Tecw,12.5,10.97,Admis/Session1
4,14011298627,Tecw,17.5,10.85,Admis/Session1
5,14011298645,Tecw,15.0,10.36,Admis/Session2
6,14011298662,Tecw,17.5,10.69,Admis/Session1
7,14011298668,Tecw,15.0,10.6,Admis/Session2
8,14011298687,Tecw,12.0,10.55,Admis/Session2
9,14011298700,Tecw,15.5,10.39,Admis/Session1
10,14011298706,Tecw,13.5,10.19,Admis/Session2
11,14011298710,Tecw,16.0,10.18,Admis/Session1
12,14011298764,Tecw,16.0,10.38,Admis/Session1
13,14011298807,Tecw,15.0,10.63,Admis/Dettes
14,14011298861,Tecw,9.0,10.88,Admis/Dettes
15,14011299180,Tecw,14.0,10.0,Admis/Session2
