,id_student,id_course,average,bac_average,status
0,14011097478,Tecw,7.0,12.42,Admis/Session1
1,14011197960,Tecw,14.0,12.98,Admis/Session2
2,14011198053,Tecw,12.0,12.44,Admis/Session1
3,14011198087,Tecw,11.0,12.13,Admis/Dettes
4,14011198125,Tecw,6.5,12.2,Admis/Dettes
5,14011198166,Tecw,7.5,12.25,Admis/Session1
6,14011198334,Tecw,10.5,12.44,Admis/Session2
7,14011198576,Tecw,10.5,12.23,Admis/Dettes
8,14011298615,Tecw,17.0,12.13,Admis/Session2
9,14011298631,Tecw,16.0,12.67,Admis/Session1
10,14011298667,Tecw,17.5,12.45,Admis/Session1
11,14011298672,Tecw,19.5,12.94,Admis/Session2
12,14011298683,Tecw,11.0,12.6,Admis/Dettes
13,14011298688,Tecw,12.5,12.82,Admis/Dettes
14,14011298704,Tecw,12.5,12.64,Admis/Session1
15,14011298763,Tecw,16.0,12.79,Admis/Dettes
16,14011298766,Tecw,13.0,12.19,Admis/Session2
17,14011298787,Tecw,18.5,12.34,Admis/Session1
18,14011298818,Tecw,13.5,12.48,Admis/Dettes
19,14011298879,Tecw,18.5,12.35,Admis/Dettes
20,14011298925,Tecw,17.5,12.57,Admis/Session1
21,14011298927,Tecw,15.0,12.7,Admis/Session1
22,14011298935,Tecw,20.0,12.82,Admis/Session1
23,14011299024,Tecw,17.5,12.68,Admis/Session1
24,14011299097,Tecw,14.5,12.17,Admis/Dettes
25,14011299190,Tecw,11.0,12.35,Admis/Dettes
26,14011299200,Tecw,15.5,12.77,Admis/Dettes
27,14011299212,Tecw,15.5,12.12,Admis/Dettes
28,14011299215,Tecw,14.5,12.13,Admis/Dettes
29,14011299234,Tecw,16.0,12.91,Admis/Dettes
