,id_student,id_course,average,bac_average,status
0,14011097122,Tecw,16.5,14.38,Admis/Session1
1,14011097185,Tecw,12.0,14.71,Admis/Session1
2,14011097193,Tecw,15.5,14.13,Admis/Session1
3,14011097248,Tecw,15.0,14.68,Admis/Session1
4,14011097256,Tecw,12.0,14.35,Admis/Session1
5,14011097266,Tecw,14.5,14.8,Admis/Dettes
6,14011097330,Tecw,15.5,14.15,Admis/Session1
7,14011097354,Tecw,13.0,14.04,Admis/Session1
8,14011097368,Tecw,10.0,14.39,Admis/Session1
9,14011097527,Tecw,13.0,14.75,Admis/Session1
10,14011097549,Tecw,13.0,14.42,Admis/Session1
11,14011097631,Tecw,13.5,14.15,Admis/Session1
