,id_student,id_course,average,bac_average,status
0,14011097150,Agl,10.0,12.13,Admis/Dettes
1,14011097276,Agl,4.0,12.21,Admis/Session1
2,14011097478,Agl,10.0,12.42,Ajourné
3,14011097634,Agl,13.0,12.78,Admis/Session1
4,14011197795,Agl,10.0,12.45,Admis/Session2
5,14011197807,Agl,10.0,12.14,Admis/Session2
6,14011197808,Agl,10.0,12.69,Admis/Dettes
7,14011197810,Agl,10.0,12.02,Admis/Dettes
8,14011197872,Agl,17.0,12.13,Admis/Session1
9,14011197893,Agl,10.0,12.65,Admis/Dettes
10,14011197914,Agl,13.5,12.19,Admis/Session1
11,14011197936,Agl,10.0,12.37,Admis/Session1
12,14011197947,Agl,11.0,12.98,Admis/Session1
13,14011197960,Agl,10.0,12.98,Ajourné
14,14011197966,Agl,10.0,12.62,Admis/Session1
15,14011197977,Agl,10.0,12.54,Admis/Session1
16,14011197993,Agl,13.0,12.38,Admis/Dettes
17,14011198007,Agl,10.0,12.01,Admis/Session1
18,14011198033,Agl,11.0,12.22,Admis/Session1
19,14011198053,Agl,10.0,12.44,Ajourné
20,14011198072,Agl,10.0,12.88,Admis/Session1
21,14011198084,Agl,17.0,12.99,Admis/Dettes
22,14011198087,Agl,11.0,12.13,Ajourné
23,14011198113,Agl,10.0,12.05,Admis/Session2
24,14011198116,Agl,11.5,12.0,Admis/Session1
25,14011198125,Agl,10.0,12.2,Ajourné
26,14011198166,Agl,15.0,12.25,Ajourné
27,14011198174,Agl,11.0,12.29,Admis/Session1
28,14011198198,Agl,12.0,12.95,Admis/Session1
29,14011198214,Agl,15.0,12.33,Admis/Dettes
30,14011198282,Agl,12.0,12.05,Admis/Session2
31,14011198286,Agl,10.0,12.73,Admis/Session2
32,14011198334,Agl,10.0,12.44,Ajourné
33,14011198391,Agl,10.0,12.36,Admis/Dettes
34,14011198410,Agl,14.5,12.46,Admis/Session1
35,14011198430,Agl,10.0,12.48,Admis/Dettes
36,14011198433,Agl,10.0,12.0,Admis/Session1
37,14011198434,Agl,18.0,12.75,Admis/Session2
38,14011198501,Agl,10.0,12.87,Admis/Session1
39,14011198504,Agl,10.0,12.39,Admis/Session2
40,14011198511,Agl,10.0,12.35,Admis/Session1
41,14011198530,Agl,16.0,12.11,Admis/Session2
42,14011198543,Agl,14.0,12.57,Admis/Dettes
43,14011198576,Agl,10.0,12.23,Ajourné
44,14011198582,Agl,14.0,12.64,Admis/Session1
45,14011198587,Agl,10.0,12.69,Admis/Session2
